tvdss,BS,CALI,DENS,DRHO,DTC,GR,NEUT,PEF,RESD,RESM,RESS,SP,fm,well,DTS,GR_CORR,NEUT_CORR,RESD_CORR,RESS_CORR,TEMP,TENS
53.00720964207453,12.25,13.494000000000002,2.16,0.078,139.281,88.85,0.461,2.885,37.593,35.571,31.266,183.258,Tangahoe Fm,cheal-g2,,,,,,,
53.10414170927682,12.25,13.491,2.168,0.077,138.864,90.459,0.458,2.902,38.347,36.304,31.951,183.22,Tangahoe Fm,cheal-g2,,,,,,,
53.20107377647918,12.25,13.494000000000002,2.175,0.075,138.596,91.969,0.45,2.911,38.926,36.918,32.625,183.332,Tangahoe Fm,cheal-g2,,,,,,,
53.29800584368149,12.25,13.515,2.178,0.07200000000000001,138.477,94.017,0.442,2.918,36.5,34.717,30.888,183.486,Tangahoe Fm,cheal-g2,,,,,,,
53.394937910883854,12.25,13.565,2.181,0.069,138.545,95.608,0.435,2.906,35.808,34.186,30.683000000000003,183.431,Tangahoe Fm,cheal-g2,,,,,,,
53.491869978086214,12.25,13.632,2.187,0.069,138.81799999999998,97.338,0.435,2.886,35.952,34.452,31.19,183.42,Tangahoe Fm,cheal-g2,,,,,,,
53.588802045288496,12.25,13.692,2.185,0.069,139.3,97.074,0.435,2.862,36.752,35.308,32.157,183.313,Tangahoe Fm,cheal-g2,,,,,,,
53.68573411249086,12.25,13.738,2.177,0.071,139.916,96.083,0.4370000000000001,2.847,38.292,36.798,33.537,183.167,Tangahoe Fm,cheal-g2,,,,,,,
53.78266617969317,12.25,13.772,2.165,0.077,140.484,94.715,0.435,2.843,37.21,35.718,32.465,183.155,Tangahoe Fm,cheal-g2,,,,,,,
53.87959824689553,12.25,13.783,2.151,0.084,140.893,93.795,0.433,2.8510000000000004,35.447,33.955,30.714,183.224,Tangahoe Fm,cheal-g2,,,,,,,
53.97653031409789,12.25,13.767,2.139,0.08800000000000001,140.995,92.378,0.426,2.869,36.128,34.552,31.137,183.254,Tangahoe Fm,cheal-g2,,,,,,,
54.0734623813002,12.25,13.737,2.137,0.08800000000000001,140.811,91.616,0.422,2.899,37.033,35.37,31.775,183.427,Tangahoe Fm,cheal-g2,,,,,,,
54.17039444850256,12.25,13.717,2.147,0.083,140.503,91.461,0.42,2.927,37.835,36.11,32.384,183.636,Tangahoe Fm,cheal-g2,,,,,,,
54.26732651570487,12.25,13.712,2.161,0.07200000000000001,140.282,92.638,0.424,2.959,38.233,36.45,32.606,183.529,Tangahoe Fm,cheal-g2,,,,,,,
54.36425858290722,12.25,13.71,2.172,0.06,140.29399999999998,93.077,0.428,2.969,41.494,39.521,35.276,183.563,Tangahoe Fm,cheal-g2,,,,,,,
54.46119065010959,12.25,13.71,2.176,0.053,140.487,94.344,0.4370000000000001,2.95,42.034,39.961,35.511,183.595,Tangahoe Fm,cheal-g2,,,,,,,
54.55812271731189,12.25,13.715,2.175,0.052000000000000005,140.749,95.752,0.442,2.908,42.746,40.559,35.88,183.521,Tangahoe Fm,cheal-g2,,,,,,,
54.65505478451425,12.25,13.728,2.169,0.053,140.838,96.428,0.445,2.866,39.259,37.172,32.724000000000004,183.512,Tangahoe Fm,cheal-g2,,,,,,,
54.751986851716545,12.25,13.743,2.165,0.054000000000000006,140.63299999999998,96.057,0.439,2.837,36.044,34.092,29.94,183.537,Tangahoe Fm,cheal-g2,,,,,,,
54.8489189189189,12.25,13.755999999999998,2.1630000000000003,0.053,140.124,95.893,0.431,2.806,39.059,36.934,32.415,183.43400000000003,Tangahoe Fm,cheal-g2,,,,,,,
54.94585098612127,12.25,13.762,2.167,0.051,139.486,97.929,0.414,2.797,45.372,42.93600000000001,37.749,183.274,Tangahoe Fm,cheal-g2,,,,,,,
55.042783053323575,12.25,13.763,2.172,0.047,138.863,99.726,0.399,2.7960000000000003,44.325,41.989,37.006,183.268,Tangahoe Fm,cheal-g2,,,,,,,
55.13971512052594,12.25,13.761,2.177,0.043,138.444,101.83,0.389,2.809,39.423,37.395,33.059,183.232,Tangahoe Fm,cheal-g2,,,,,,,
55.23664718772825,12.25,13.759,2.177,0.038,138.246,102.316,0.387,2.806,39.53,37.547,33.298,183.239,Tangahoe Fm,cheal-g2,,,,,,,
55.3335792549306,12.25,13.761,2.1790000000000003,0.039,138.358,102.138,0.388,2.8110000000000004,40.26,38.289,34.056,183.219,Tangahoe Fm,cheal-g2,,,,,,,
55.43051132213296,12.25,13.762,2.178,0.041,138.607,99.875,0.387,2.824,39.862,37.955,33.854,183.26,Tangahoe Fm,cheal-g2,,,,,,,
55.52744338933526,12.25,13.765,2.176,0.044,139.001,97.479,0.386,2.842,41.119,39.204,35.075,183.21,Tangahoe Fm,cheal-g2,,,,,,,
55.62437545653762,12.25,13.775,2.171,0.046,139.24,96.531,0.381,2.834,37.262,35.556,31.874,183.171,Tangahoe Fm,cheal-g2,,,,,,,
55.72130752373992,12.25,13.796,2.17,0.048,139.304,95.739,0.374,2.815,36.528,34.868,31.282,183.18400000000003,Tangahoe Fm,cheal-g2,,,,,,,
55.81823959094229,12.25,13.818,2.172,0.048,138.934,95.918,0.368,2.803,36.533,34.861,31.253,183.115,Tangahoe Fm,cheal-g2,,,,,,,
55.91517165814464,12.25,13.833,2.176,0.045,138.263,94.717,0.366,2.799,37.821,36.063,32.271,183.246,Tangahoe Fm,cheal-g2,,,,,,,
