tvdss,BS,CALI,DENS,DRHO,DTC,GR,NEUT,PEF,RESD,RESM,RESS,SP,fm,well,DTS,GR_CORR,NEUT_CORR,RESD_CORR,RESS_CORR,TEMP,TENS
616.9760000000001,8.5,8.408999999999999,2.276,-0.005,108.026,108.403,0.3670000000000001,2.774,23.654,20.515,10.438,-83.43299999999998,Matemateaonga Fm,cheal-a10,,,,,,,
617.1280000000003,8.5,8.386000000000001,2.226,-0.006999999999999999,109.26,110.485,0.373,2.6830000000000003,23.016,19.996,10.78,-83.25399999999998,Matemateaonga Fm,cheal-a10,,,,,,,
617.2800000000002,8.5,8.536,2.188,-0.008,110.5,111.284,0.379,2.63,24.496,21.256,10.861,-83.56700000000002,Matemateaonga Fm,cheal-a10,,,,,,,
617.4330000000001,8.5,8.524,2.187,-0.006,111.556,108.718,0.398,2.662,24.601,21.437,11.062,-84.375,Matemateaonga Fm,cheal-a10,,,,,,,
617.585,8.5,8.49,2.212,-0.004,111.127,104.876,0.398,2.588,24.773000000000003,21.561,10.958,-84.883,Matemateaonga Fm,cheal-a10,,,,,,,
617.738,8.5,8.394,2.235,-0.001,110.713,103.607,0.392,2.767,23.59800000000001,20.458,10.464,-84.978,Matemateaonga Fm,cheal-a10,,,,,,,
617.8900000000001,8.5,8.332,2.217,0.001,109.904,105.184,0.374,2.714,23.46,20.374,10.035,-85.458,Matemateaonga Fm,cheal-a10,,,,,,,
618.0419999999998,8.5,8.394,2.219,0.003,110.667,108.593,0.355,2.562,23.34,20.514,9.953,-86.079,Matemateaonga Fm,cheal-a10,,,,,,,
618.195,8.5,8.398,2.193,0.001,111.14,106.364,0.345,2.582,26.592,23.445,9.97,-86.429,Matemateaonga Fm,cheal-a10,,,,,,,
618.3470000000002,8.5,8.421,2.201,0.001,110.331,105.595,0.35700000000000004,2.524,25.752,22.687,9.39,-86.56700000000002,Matemateaonga Fm,cheal-a10,,,,,,,
618.5000000000001,8.5,8.47,2.191,0.002,110.828,99.692,0.349,2.59,26.244,23.075,9.675,-86.78299999999999,Matemateaonga Fm,cheal-a10,,,,,,,
618.6519999999998,8.5,8.386000000000001,2.178,0.004,110.577,104.502,0.35700000000000004,2.504,24.922,22.006,10.445,-87.165,Matemateaonga Fm,cheal-a10,,,,,,,
618.804,8.5,8.279,2.195,0.003,109.765,107.471,0.36,2.5340000000000003,22.351,19.914,10.51,-88.01700000000002,Matemateaonga Fm,cheal-a10,,,,,,,
618.9570000000001,8.5,8.271,2.217,0.001,109.202,110.052,0.38,2.693,19.642,17.538,9.48,-89.287,Matemateaonga Fm,cheal-a10,,,,,,,
619.109,8.5,8.248,2.287,0.002,103.389,102.361,0.35100000000000003,2.822,15.335,13.765,8.539,-90.671,Matemateaonga Fm,cheal-a10,,,,,,,
619.2620000000003,8.5,8.248,2.396,0.015,92.388,100.814,0.32299999999999995,3.019,18.044,16.213,10.979,-91.754,Matemateaonga Fm,cheal-a10,,,,,,,
619.414,8.5,8.279,2.588,0.031,85.854,101.716,0.282,3.4960000000000004,48.867,43.021,23.466,-92.421,Matemateaonga Fm,cheal-a10,,,,,,,
619.5660000000001,8.5,8.156,2.501,0.03,87.60799999999998,107.104,0.305,3.443,21.407,19.294,13.219,-92.804,Matemateaonga Fm,cheal-a10,,,,,,,
619.719,8.5,8.279,2.387,0.016,94.544,105.814,0.308,3.21,16.167,14.644,10.159,-92.733,Matemateaonga Fm,cheal-a10,,,,,,,
619.8710000000002,8.5,8.375,2.292,0.002,101.656,111.012,0.34700000000000003,2.918,13.627,12.451,9.017,-92.196,Matemateaonga Fm,cheal-a10,,,,,,,
620.024,8.5,8.478,2.291,0.003,105.029,112.992,0.338,2.8310000000000004,16.898,15.444,10.42,-92.287,Matemateaonga Fm,cheal-a10,,,,,,,
620.1760000000003,8.5,8.432,2.335,0.004,106.113,118.296,0.337,2.84,19.442,17.772000000000006,11.216,-91.629,Matemateaonga Fm,cheal-a10,,,,,,,
620.3280000000002,8.5,8.408999999999999,2.34,0.003,105.855,115.246,0.35100000000000003,2.878,17.562,16.023,9.962,-91.387,Matemateaonga Fm,cheal-a10,,,,,,,
620.4810000000001,8.5,8.398,2.3080000000000003,0.001,106.194,115.686,0.37,2.694,15.265,14.019,8.708,-91.396,Matemateaonga Fm,cheal-a10,,,,,,,
620.6330000000003,8.5,8.455,2.303,0.001,108.016,116.691,0.388,2.821,16.562,15.247,8.946,-91.304,Matemateaonga Fm,cheal-a10,,,,,,,
620.7860000000003,8.5,8.455,2.29,0.0,108.085,113.443,0.369,2.838,17.82,16.4,9.534,-90.55,Matemateaonga Fm,cheal-a10,,,,,,,
620.9380000000001,8.5,8.467,2.271,-0.002,106.822,108.986,0.36,2.83,22.095,19.857,10.646,-90.471,Matemateaonga Fm,cheal-a10,,,,,,,
621.09,8.5,8.332,2.245,-0.002,106.289,104.436,0.359,2.635,20.564,18.123,10.648,-90.071,Matemateaonga Fm,cheal-a10,,,,,,,
621.2430000000003,8.5,8.202,2.237,-0.002,108.493,112.611,0.393,2.591,19.974,17.361,10.148,-89.825,Matemateaonga Fm,cheal-a10,,,,,,,
621.3950000000002,8.5,8.171,2.275,0.0,104.542,116.013,0.389,2.7710000000000004,17.689,15.345,9.24,-89.796,Matemateaonga Fm,cheal-a10,,,,,,,
