tvdss,BS,CALI,DENS,DRHO,DTC,GR,NEUT,PEF,RESD,RESM,RESS,SP,fm,well,DTS,GR_CORR,NEUT_CORR,RESD_CORR,RESS_CORR,TEMP,TENS,lat,lon,shale_cutoff,litho
26.91300000000001,8.5,8.685,2.215,-0.002,132.55700000000002,108.62299999999999,0.442,2.835,28.298000000000002,23.557,12.270999999999999,-116.219,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
27.065,8.5,8.647,2.218,-0.003,132.25799999999998,110.587,0.41100000000000003,2.8680000000000003,27.725,23.19400000000001,12.345999999999998,-116.529,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
27.21800000000001,8.5,8.754,2.239,-0.002,132.716,109.53200000000001,0.391,2.866,29.343000000000004,24.465,12.950999999999999,-116.446,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
27.370000000000005,8.5,8.632,2.244,-0.002,132.93,110.191,0.397,2.89,26.647,22.291999999999998,12.658,-116.99600000000001,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
27.52199999999999,8.5,8.835,2.233,-0.004,133.05,111.98,0.392,2.984,25.733,21.636,12.806,-117.30799999999999,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
27.675000000000008,8.5,8.892000000000003,2.211,-0.005,132.981,112.684,0.387,2.863,26.73,22.395,13.145,-117.00399999999999,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
27.826999999999995,8.5,8.881,2.1830000000000003,-0.005,132.86700000000002,111.555,0.379,2.9210000000000003,23.889,20.064,12.512,-116.84200000000001,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
27.98000000000001,8.5,8.915,2.194,-0.003,132.878,106.15899999999999,0.38299999999999995,2.787,24.824,20.851999999999997,13.248,-116.81700000000001,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
28.132,8.5,8.931000000000003,2.2030000000000003,0.008,132.84799999999998,107.098,0.40700000000000003,2.765,27.851,23.354,14.050999999999998,-116.76299999999999,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
28.283999999999985,8.5,8.839,2.219,0.015,132.912,108.666,0.419,2.7960000000000003,29.767,24.97,14.581,-116.904,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
28.437000000000005,8.5,8.846,2.247,0.016,133.138,112.772,0.4370000000000001,2.897,27.809,23.379,13.901,-117.146,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
28.58899999999999,8.5,8.789,2.229,0.006999999999999999,133.162,115.353,0.4370000000000001,2.93,22.728,19.250999999999998,12.151,-117.542,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
